city,state,total_dc_fast_kw,total_level2_kw,stress_score,investment_category
West Bloomfield,MI,0,84,100.0,Critical Opportunity
Boulder,CO,1150,1302,0.083,Saturated Market
Copper Harbor,MI,50,63,1.9079,High Opportunity
Steamboat Springs,CO,100,189,0.954,Stable/Growing
Sisseton,SD,400,0,0.2385,Saturated Market
Auburn Hills,MI,500,378,0.1908,Saturated Market
Hutchinson,MN,50,0,1.9079,High Opportunity
East Petersburg,PA,150,14,0.636,Stable/Growing
Weldon,NC,0,42,100.0,Critical Opportunity
Trotwood,OH,0,77,100.0,Critical Opportunity
Highgate,MO,100,0,0.954,Stable/Growing
Hunt Valley,MD,200,0,0.477,Saturated Market
Waterford,PA,50,28,1.9079,High Opportunity
Fairhope,AL,100,70,0.954,Stable/Growing
Fishers,IN,200,105,0.477,Saturated Market
Oklahoma City,OK,3400,721,0.0281,Saturated Market
Morris Plains,NJ,0,133,100.0,Critical Opportunity
Bryce Canyon,UT,400,0,0.2385,Saturated Market
Imlay City,MI,200,14,0.477,Saturated Market
Avon,NC,650,0,0.1468,Saturated Market
"Rogers, MN 55374",MN,300,0,0.318,Saturated Market
Altoona,WI,600,0,0.159,Saturated Market
Maplewood,MO,0,14,100.0,Critical Opportunity
Corbett,OR,0,14,100.0,Critical Opportunity
Colebrook,NH,100,14,0.954,Stable/Growing
North Newton,KS,0,14,100.0,Critical Opportunity
Terlingua,TX,0,14,100.0,Critical Opportunity
Girard,OH,600,0,0.159,Saturated Market
New Bedford,MA,0,133,100.0,Critical Opportunity
Hutchinson,KS,200,56,0.477,Saturated Market
North Attleborough,MA,0,175,100.0,Critical Opportunity
Marble Falls,TX,0,35,100.0,Critical Opportunity
Los Ranchos De Albuquerque,NM,0,28,100.0,Critical Opportunity
Burnt Hills,NY,0,42,100.0,Critical Opportunity
Concord,NC,1200,140,0.0795,Saturated Market
Centerville,OH,100,84,0.954,Stable/Growing
Berwyn,IL,300,0,0.318,Saturated Market
Wilton,ME,0,14,100.0,Critical Opportunity
Palmdale,CA,1500,378,0.0636,Saturated Market
Williams,CA,400,0,0.2385,Saturated Market
Cape Canaveral,FL,600,336,0.159,Saturated Market
Malvern,IA,0,42,100.0,Critical Opportunity
Northeast Harbor,ME,0,14,100.0,Critical Opportunity
Montgomery Center,VT,0,7,100.0,Critical Opportunity
Copiague,NY,200,28,0.477,Saturated Market
Moscow,ID,0,21,100.0,Critical Opportunity
Rainier,OR,50,14,1.9079,High Opportunity
Seneca Falls,NY,0,70,100.0,Critical Opportunity
Collingswood,NJ,100,14,0.954,Stable/Growing
Sandy Springs,GA,700,203,0.1363,Saturated Market
South Pasadena,FL,0,28,100.0,Critical Opportunity
Toms River,NJ,250,189,0.3816,Saturated Market
Canton,MO,100,0,0.954,Stable/Growing
Salter Path,NC,0,42,100.0,Critical Opportunity
Alabaster,AL,800,0,0.1192,Saturated Market
Colorado City,TX,200,21,0.477,Saturated Market
Murphy,TX,600,0,0.159,Saturated Market
St Elmo,IL,200,0,0.477,Saturated Market
Hayden,CO,0,70,100.0,Critical Opportunity
Mauldin,SC,200,21,0.477,Saturated Market
Newburgh,IN,0,14,100.0,Critical Opportunity
White Plains,MD,400,14,0.2385,Saturated Market
Canton,MA,1000,182,0.0954,Saturated Market
Munster,IN,600,7,0.159,Saturated Market
Deep River,CT,0,14,100.0,Critical Opportunity
Ridgway,CO,0,28,100.0,Critical Opportunity
Castle Pines,CO,200,28,0.477,Saturated Market
Penasco,NM,200,0,0.477,Saturated Market
Yellowstone National Park,WY,0,14,100.0,Critical Opportunity
East Palo Alto,CA,1300,21,0.0734,Saturated Market
Lamesa,TX,100,21,0.954,Stable/Growing
Ferndale,MI,0,154,100.0,Critical Opportunity
Snyder,TX,0,14,100.0,Critical Opportunity
Mahopac Falls,NY,0,14,100.0,Critical Opportunity
Rice Lake,WI,100,0,0.954,Stable/Growing
Webster,TX,100,105,0.954,Stable/Growing
Pearl River,NY,0,168,100.0,Critical Opportunity
Dania,FL,0,14,100.0,Critical Opportunity
Orange City,IA,0,7,100.0,Critical Opportunity
Spanish Fork,UT,200,56,0.477,Saturated Market
Dellroy,OH,0,14,100.0,Critical Opportunity
Hartsdale,NY,100,28,0.954,Stable/Growing
Bruce,WI,0,14,100.0,Critical Opportunity
Cotulla,TX,600,77,0.159,Saturated Market
Lucedale,MS,0,14,100.0,Critical Opportunity
Milwaukee,WI,1200,448,0.0795,Saturated Market
Joppa,MD,100,0,0.954,Stable/Growing
Vineyard Haven,MA,0,28,100.0,Critical Opportunity
Quarryville,PA,0,14,100.0,Critical Opportunity
Cavendish,VT,0,14,100.0,Critical Opportunity
Forrest City,AR,0,63,100.0,Critical Opportunity
Hopewell,VA,600,0,0.159,Saturated Market
Seven Hills,OH,50,14,1.9079,High Opportunity
Waterville,NY,0,21,100.0,Critical Opportunity
Round Lake,NY,0,28,100.0,Critical Opportunity
New Cuyama,CA,0,49,100.0,Critical Opportunity
Franklin,NC,800,0,0.1192,Saturated Market
Atchison,KS,0,28,100.0,Critical Opportunity
Jericho,NY,600,0,0.159,Saturated Market
Douglas,GA,50,14,1.9079,High Opportunity
ZELIENOPLE,PA,50,0,1.9079,High Opportunity
Belle Mead,NJ,0,84,100.0,Critical Opportunity
Harwinton,CT,0,14,100.0,Critical Opportunity
Willcox,AZ,0,42,100.0,Critical Opportunity
Fontana,CA,350,252,0.2726,Saturated Market
Woodbury,MN,0,70,100.0,Critical Opportunity
Forest Lake,MN,250,14,0.3816,Saturated Market
Bermuda Run,NC,0,28,100.0,Critical Opportunity
Shelby Township,MI,300,56,0.318,Saturated Market
Cape Girardeau,MO,700,70,0.1363,Saturated Market
Des Moines,WA,0,28,100.0,Critical Opportunity
Hawaiian Gardens,CA,2200,0,0.0434,Saturated Market
Shippensburg,PA,50,56,1.9079,High Opportunity
Stephens City,VA,0,14,100.0,Critical Opportunity
Lubbock,TX,1500,252,0.0636,Saturated Market
Philadelphia,PA,2950,2079,0.0323,Saturated Market
Pikeville,TN,0,14,100.0,Critical Opportunity
West Glacier,MT,0,28,100.0,Critical Opportunity
Oxford,ME,50,42,1.9079,High Opportunity
Solon,OH,50,28,1.9079,High Opportunity
New Cumberland,PA,0,21,100.0,Critical Opportunity
San Antonio,TX,7150,1827,0.0133,Saturated Market
Albion,NE,0,14,100.0,Critical Opportunity
Sandpoint,ID,0,14,100.0,Critical Opportunity
Williamsbridge,NY,0,7,100.0,Critical Opportunity
Pelham,MA,0,98,100.0,Critical Opportunity
Palm Coast,FL,300,126,0.318,Saturated Market
Lawrence,KS,100,49,0.954,Stable/Growing
Fredericksburg,TX,200,182,0.477,Saturated Market
Uniontown,OH,0,28,100.0,Critical Opportunity
Crookston,MN,0,28,100.0,Critical Opportunity
Ogallala,NE,0,28,100.0,Critical Opportunity
Clarksburg,MD,0,14,100.0,Critical Opportunity
Fredericktown,OH,0,7,100.0,Critical Opportunity
Suwanee,GA,600,42,0.159,Saturated Market
Mesquite,TX,100,112,0.954,Stable/Growing
Wilton,IA,0,14,100.0,Critical Opportunity
East Rutherford,NJ,1600,126,0.0596,Saturated Market
Houston,TX,22850,3766,0.0042,Saturated Market
Milford,CT,250,392,0.3816,Saturated Market
Centerville,IA,0,42,100.0,Critical Opportunity
Somerset,PA,400,28,0.2385,Saturated Market
Irving,TX,1750,546,0.0545,Saturated Market
Brookville,OH,200,14,0.477,Saturated Market
Hinton,WV,50,0,1.9079,High Opportunity
Port St. Lucie,FL,100,189,0.954,Stable/Growing
Wells,ME,400,112,0.2385,Saturated Market
Kentwood,MI,0,28,100.0,Critical Opportunity
Littleton,MA,200,56,0.477,Saturated Market
Herriman,UT,0,84,100.0,Critical Opportunity
Milwaukie,OR,200,182,0.477,Saturated Market
Bowling Green,KY,300,105,0.318,Saturated Market
Osawatomie,KS,0,168,100.0,Critical Opportunity
Warwick,RI,1700,224,0.0561,Saturated Market
Grantham,NH,0,7,100.0,Critical Opportunity
Kennebunk,ME,200,0,0.477,Saturated Market
Ashville,NC,0,42,100.0,Critical Opportunity
Osceola,AR,150,84,0.636,Stable/Growing
STREATOR,IL,50,0,1.9079,High Opportunity
Camp Lejeune,NC,0,56,100.0,Critical Opportunity
Connell,WA,50,7,1.9079,High Opportunity
SANDUSKY,OH,50,0,1.9079,High Opportunity
Richburg,SC,450,0,0.212,Saturated Market
Palmetto Bay,FL,0,112,100.0,Critical Opportunity
Eureka,NV,100,0,0.954,Stable/Growing
Swartz Creek,MI,0,28,100.0,Critical Opportunity
Troy,MO,0,21,100.0,Critical Opportunity
Addison,TX,0,70,100.0,Critical Opportunity
La Porte,TX,0,28,100.0,Critical Opportunity
Bloomfield Hills,MI,0,63,100.0,Critical Opportunity
Benicia,CA,800,42,0.1192,Saturated Market
Weston,FL,0,161,100.0,Critical Opportunity
Presque Isle,ME,0,70,100.0,Critical Opportunity
Rollinsville,CO,0,14,100.0,Critical Opportunity
Westfield,WI,0,56,100.0,Critical Opportunity
Porter Corners,NY,0,70,100.0,Critical Opportunity
Madawaska,ME,0,14,100.0,Critical Opportunity
Chalmette,LA,0,98,100.0,Critical Opportunity
Gainesville,FL,2400,483,0.0397,Saturated Market
Peachtree corners,GA,0,21,100.0,Critical Opportunity
Hancock,ME,0,14,100.0,Critical Opportunity
McRae-Helena,GA,100,0,0.954,Stable/Growing
Oceanside,NY,0,35,100.0,Critical Opportunity
Yermo,CA,2000,0,0.0477,Saturated Market
West Sacramento,CA,300,301,0.318,Saturated Market
Nephi,UT,400,0,0.2385,Saturated Market
Tracy City,TN,0,14,100.0,Critical Opportunity
Lowell,IN,0,7,100.0,Critical Opportunity
Glastonbury,CT,300,98,0.318,Saturated Market
Holbrook,AZ,300,28,0.318,Saturated Market
North Kingsville,OH,0,7,100.0,Critical Opportunity
Poplar Bluff,MO,250,112,0.3816,Saturated Market
Marshall,IL,200,0,0.477,Saturated Market
Corvallis,OR,250,126,0.3816,Saturated Market
Bangor,ME,750,140,0.1272,Saturated Market
Douglas,WY,0,7,100.0,Critical Opportunity
Holliston,MA,0,14,100.0,Critical Opportunity
Sayre,OK,200,0,0.477,Saturated Market
Tarkio,MO,200,14,0.477,Saturated Market
Charles City,IA,500,28,0.1908,Saturated Market
Mechanicsville,VA,1000,49,0.0954,Saturated Market
Austintown,OH,0,7,100.0,Critical Opportunity
Des Moines,IA,1500,336,0.0636,Saturated Market
Castle Rock,CO,1300,182,0.0734,Saturated Market
Selah,WA,0,14,100.0,Critical Opportunity
Evansville,WI,300,14,0.318,Saturated Market
Buffalo,TX,200,0,0.477,Saturated Market
Ashland,VA,1000,98,0.0954,Saturated Market
Plum Branch,SC,0,14,100.0,Critical Opportunity
Forest City,NC,0,14,100.0,Critical Opportunity
Maxeys,GA,0,7,100.0,Critical Opportunity
Foley,AL,100,42,0.954,Stable/Growing
Third Lake,IL,200,14,0.477,Saturated Market
Okanogan,WA,400,7,0.2385,Saturated Market
Ashford,CT,0,14,100.0,Critical Opportunity
Mount Prospect,IL,200,14,0.477,Saturated Market
Davenport,FL,1300,210,0.0734,Saturated Market
Pueblo,CO,1000,287,0.0954,Saturated Market
Forest Hills,NY,0,504,100.0,Critical Opportunity
Davidson,NC,0,105,100.0,Critical Opportunity
Rancho Santa Margarita,CA,400,0,0.2385,Saturated Market
CARTHAGE,TX,50,0,1.9079,High Opportunity
Conway,SC,400,56,0.2385,Saturated Market
Penfield,NY,0,91,100.0,Critical Opportunity
Scottsville,KY,100,0,0.954,Stable/Growing
Oak Ridge,TN,0,280,100.0,Critical Opportunity
Nokomis,FL,200,28,0.477,Saturated Market
Hershey,PA,200,175,0.477,Saturated Market
North Chicago,IL,0,56,100.0,Critical Opportunity
Lancaster,SC,150,0,0.636,Stable/Growing
Marlborough,MA,900,658,0.106,Saturated Market
Crosby,MN,50,14,1.9079,High Opportunity
Liberty,TX,0,14,100.0,Critical Opportunity
Charles Town,WV,0,91,100.0,Critical Opportunity
Newry,ME,0,84,100.0,Critical Opportunity
Parma,OH,700,98,0.1363,Saturated Market
Logan,WV,0,28,100.0,Critical Opportunity
Marvin,SD,0,7,100.0,Critical Opportunity
Greham,OR,0,28,100.0,Critical Opportunity
Gonzales,LA,1150,105,0.083,Saturated Market
East Haddam,CT,0,98,100.0,Critical Opportunity
Plainville,CT,0,147,100.0,Critical Opportunity
Manhattan,KS,100,42,0.954,Stable/Growing
Saint Helena,CA,0,14,100.0,Critical Opportunity
Queensbury,NY,1200,70,0.0795,Saturated Market
Midland,MI,450,91,0.212,Saturated Market
Batesville,AR,250,119,0.3816,Saturated Market
Wellsville,NY,0,7,100.0,Critical Opportunity
Chisholm,MN,100,14,0.954,Stable/Growing
Belleview,FL,200,0,0.477,Saturated Market
Kingston,MA,0,28,100.0,Critical Opportunity
Belchertown,MA,100,56,0.954,Stable/Growing
Orange Lake,NY,0,7,100.0,Critical Opportunity
Atlanta,IL,0,28,100.0,Critical Opportunity
Lawrence,NY,0,42,100.0,Critical Opportunity
Melissa,TX,400,70,0.2385,Saturated Market
Kenosha,WI,200,56,0.477,Saturated Market
Rolesville,NC,0,14,100.0,Critical Opportunity
Lamont,FL,400,0,0.2385,Saturated Market
Mystic,CT,850,42,0.1122,Saturated Market
Birmingham,MI,0,357,100.0,Critical Opportunity
Sumterville,FL,0,0,100.0,Critical Opportunity
Pleasant Hill,CA,400,63,0.2385,Saturated Market
Stevenson Ranch,CA,200,0,0.477,Saturated Market
Gouverneur,NY,0,14,100.0,Critical Opportunity
McDermitt,NV,400,0,0.2385,Saturated Market
Lodi,NY,0,56,100.0,Critical Opportunity
Eloy,AZ,2200,0,0.0434,Saturated Market
Galesburg,MI,0,35,100.0,Critical Opportunity
Berkley,MI,0,70,100.0,Critical Opportunity
Healdsburg,CA,250,287,0.3816,Saturated Market
Highland,IL,0,35,100.0,Critical Opportunity
Ocoee,FL,1000,98,0.0954,Saturated Market
Sadbury,MA,0,56,100.0,Critical Opportunity
Lansing,MI,1700,735,0.0561,Saturated Market
SALEM,IN,150,7,0.636,Stable/Growing
North Collins,NY,100,0,0.954,Stable/Growing
GRAND RAPIDS,MN,50,0,1.9079,High Opportunity
Milton,PA,800,0,0.1192,Saturated Market
Camden,NJ,0,70,100.0,Critical Opportunity
Allen Park,MI,500,126,0.1908,Saturated Market
Morrisville,VT,0,14,100.0,Critical Opportunity
Fort Payne,AL,300,14,0.318,Saturated Market
Vance,AL,2450,70,0.0389,Saturated Market
Whately,MA,0,14,100.0,Critical Opportunity
Silverthorne,CO,150,28,0.636,Stable/Growing
Newark,DE,1800,273,0.053,Saturated Market
Kennett Square,PA,400,70,0.2385,Saturated Market
Canandaigua,NY,200,595,0.477,Saturated Market
Globe,AZ,150,49,0.636,Stable/Growing
Ashland City,TN,0,14,100.0,Critical Opportunity
TANNERSVILLE,NY,50,0,1.9079,High Opportunity
Farmers Branch,TX,0,126,100.0,Critical Opportunity
Lake Forest Park,WA,0,7,100.0,Critical Opportunity
Lansdowne,MD,300,0,0.318,Saturated Market
Desloge,MO,0,14,100.0,Critical Opportunity
North Andover,MA,0,133,100.0,Critical Opportunity
Highland,MI,300,14,0.318,Saturated Market
Kingston,WA,400,35,0.2385,Saturated Market
Marquette,MI,350,84,0.2726,Saturated Market
Marmet,WV,400,0,0.2385,Saturated Market
Strasburg,PA,0,56,100.0,Critical Opportunity
Edgartown,MA,100,42,0.954,Stable/Growing
Elgin,IL,900,147,0.106,Saturated Market
Mount Vernon,WA,150,28,0.636,Stable/Growing
Canon City,CO,200,84,0.477,Saturated Market
Olive Branch,MS,0,42,100.0,Critical Opportunity
Monticello,WI,0,7,100.0,Critical Opportunity
Brighton,NY,0,14,100.0,Critical Opportunity
Blue Ash,OH,0,70,100.0,Critical Opportunity
Prior Lake,MN,0,56,100.0,Critical Opportunity
Gulfport,MS,400,84,0.2385,Saturated Market
Vestal,NY,550,266,0.1734,Saturated Market
Arvin,CA,200,231,0.477,Saturated Market
Powell,ID,0,7,100.0,Critical Opportunity
Whitehall,NY,0,42,100.0,Critical Opportunity
Loma Linda,CA,200,210,0.477,Saturated Market
Marblemount,WA,0,7,100.0,Critical Opportunity
Plattekill,NY,300,0,0.318,Saturated Market
Wyoming,MI,0,154,100.0,Critical Opportunity
Prather,CA,0,14,100.0,Critical Opportunity
Madison,IN,200,49,0.477,Saturated Market
Westminster,MD,200,98,0.477,Saturated Market
Lorton,VA,250,70,0.3816,Saturated Market
Calera,OK,0,7,100.0,Critical Opportunity
Florence,OR,0,63,100.0,Critical Opportunity
Westford,MA,0,343,100.0,Critical Opportunity
Dumont,NJ,0,42,100.0,Critical Opportunity
Eatonton,GA,100,0,0.954,Stable/Growing
Collegeville,PA,0,56,100.0,Critical Opportunity
McPherson,KS,0,21,100.0,Critical Opportunity
Aurora,IL,500,112,0.1908,Saturated Market
Rotterdam,NY,600,0,0.159,Saturated Market
Eagle Rock,CA,0,14,100.0,Critical Opportunity
Parshall,CO,0,42,100.0,Critical Opportunity
Wayzata,MN,100,28,0.954,Stable/Growing
Hackettstown,NJ,200,35,0.477,Saturated Market
Richmond,IL,0,14,100.0,Critical Opportunity
Browning,MT,0,56,100.0,Critical Opportunity
Cecilton,MD,100,0,0.954,Stable/Growing
Ketchum,ID,0,14,100.0,Critical Opportunity
Hallsboro,NC,100,0,0.954,Stable/Growing
Antigo,WI,0,14,100.0,Critical Opportunity
Lexington,MA,400,357,0.2385,Saturated Market
Fairfield,CA,3850,210,0.0248,Saturated Market
West Nyack,NY,100,0,0.954,Stable/Growing
Burtonsville,MD,0,28,100.0,Critical Opportunity
Middletown,NJ,200,0,0.477,Saturated Market
Newport,KY,0,196,100.0,Critical Opportunity
Oregon House,CA,0,63,100.0,Critical Opportunity
Heber,CA,1000,0,0.0954,Saturated Market
Avondale Estates,GA,0,14,100.0,Critical Opportunity
Stratford,CT,200,154,0.477,Saturated Market
Nashville,IL,100,0,0.954,Stable/Growing
Willamina,OR,0,28,100.0,Critical Opportunity
Marysville,CA,600,0,0.159,Saturated Market
Zachary,LA,100,28,0.954,Stable/Growing
North Little Rock,AR,1050,210,0.0909,Saturated Market
Buffalo Grove,IL,0,70,100.0,Critical Opportunity
Arlington,TX,1400,588,0.0681,Saturated Market
Slatington,PA,100,0,0.954,Stable/Growing
Little River,CA,0,14,100.0,Critical Opportunity
Utica,MI,200,7,0.477,Saturated Market
Machesney Park,IL,100,0,0.954,Stable/Growing
Dixon,IL,0,14,100.0,Critical Opportunity
Kemah,TX,0,21,100.0,Critical Opportunity
Burlington,CO,200,0,0.477,Saturated Market
Menands,NY,0,84,100.0,Critical Opportunity
LARAMIE,WY,50,0,1.9079,High Opportunity
Brandenburg,KY,0,14,100.0,Critical Opportunity
Bainbridge Island,WA,200,63,0.477,Saturated Market
Scituate,MA,100,140,0.954,Stable/Growing
Downsville,NY,0,14,100.0,Critical Opportunity
Raphine,VA,600,0,0.159,Saturated Market
Cornwall,NY,0,28,100.0,Critical Opportunity
Post Falls,ID,300,0,0.318,Saturated Market
Skillman,NJ,0,7,100.0,Critical Opportunity
Mount Laurel,NJ,300,0,0.318,Saturated Market
St Paul,MN,100,56,0.954,Stable/Growing
La Fayette,AL,100,0,0.954,Stable/Growing
Olean,NY,200,371,0.477,Saturated Market
Clinton,MO,0,42,100.0,Critical Opportunity
Midway,KY,0,14,100.0,Critical Opportunity
Millville,WV,0,28,100.0,Critical Opportunity
Bridgeport,WV,0,42,100.0,Critical Opportunity
Lawton,OK,100,49,0.954,Stable/Growing
Nottingham,MD,400,77,0.2385,Saturated Market
Ontario,CA,3500,343,0.0273,Saturated Market
Opa-locka,FL,0,42,100.0,Critical Opportunity
Alexander City,AL,700,14,0.1363,Saturated Market
Highlands,NJ,0,56,100.0,Critical Opportunity
Santee,CA,400,245,0.2385,Saturated Market
Houghton,MI,100,7,0.954,Stable/Growing
Attica,OH,50,14,1.9079,High Opportunity
Hohenwald,TN,100,0,0.954,Stable/Growing
St. Albans,VT,0,7,100.0,Critical Opportunity
Woodbourne,NY,0,14,100.0,Critical Opportunity
Fern Park,FL,0,14,100.0,Critical Opportunity
Haleiwa,HI,100,0,0.954,Stable/Growing
Lafayette Hill,PA,0,14,100.0,Critical Opportunity
North Saint Paul,MN,0,14,100.0,Critical Opportunity
Lewis,NY,200,0,0.477,Saturated Market
Dover,DE,1050,273,0.0909,Saturated Market
Glendive,MT,300,14,0.318,Saturated Market
Ojai,CA,0,245,100.0,Critical Opportunity
Forney,TX,0,28,100.0,Critical Opportunity
South Windham,CT,0,42,100.0,Critical Opportunity
Coolin,ID,0,28,100.0,Critical Opportunity
Hiram,GA,0,14,100.0,Critical Opportunity
Huntington,WV,250,21,0.3816,Saturated Market
Leawood,KS,0,147,100.0,Critical Opportunity
Hallstead,PA,0,28,100.0,Critical Opportunity
Douglas City,CA,50,0,1.9079,High Opportunity
Astoria,OR,300,77,0.318,Saturated Market
Buena Park,CA,2200,140,0.0434,Saturated Market
Raton,NM,800,28,0.1192,Saturated Market
East Hartford,CT,700,812,0.1363,Saturated Market
North Tonawanda,NY,400,0,0.2385,Saturated Market
JAMAICA,NY,0,14,100.0,Critical Opportunity
Washington,IA,0,14,100.0,Critical Opportunity
Oakland Park,FL,200,168,0.477,Saturated Market
Luning,NV,100,14,0.954,Stable/Growing
Warrensburg,MO,200,0,0.477,Saturated Market
Fort Chiswell,VA,200,0,0.477,Saturated Market
Lewiston,NY,0,98,100.0,Critical Opportunity
Palm harbor,FL,200,0,0.477,Saturated Market
Santa Rosa Beach,FL,50,42,1.9079,High Opportunity
Limon,CO,1050,0,0.0909,Saturated Market
Cayucos,CA,0,14,100.0,Critical Opportunity
Sauk Centre,MN,0,28,100.0,Critical Opportunity
Trumansburg,NY,200,56,0.477,Saturated Market
City of the Village of Clarkston,MI,0,28,100.0,Critical Opportunity
Mendota,CA,0,7,100.0,Critical Opportunity
Tsaile,AZ,0,28,100.0,Critical Opportunity
Ruskin,FL,0,112,100.0,Critical Opportunity
Mira loma,CA,0,14,100.0,Critical Opportunity
Southampton Township,NJ,0,14,100.0,Critical Opportunity
Pine River,MN,0,7,100.0,Critical Opportunity
Valley,AL,200,0,0.477,Saturated Market
Moriarty,NM,200,0,0.477,Saturated Market
Normandy Park,WA,0,14,100.0,Critical Opportunity
PORT ORCHARD,WA,200,0,0.477,Saturated Market
Penn Valley,PA,200,0,0.477,Saturated Market
BURLINGTON,NC,50,0,1.9079,High Opportunity
Lisle,IL,150,70,0.636,Stable/Growing
Frankfort,MI,0,28,100.0,Critical Opportunity
Brewer,ME,300,21,0.318,Saturated Market
Rancho Mission Viejo,CA,0,56,100.0,Critical Opportunity
